Project_ID,Length_km,Voltage_kV,Terrain,Estimated_Cost,Actual_Cost,Planned_Duration,Actual_Duration,Weather_Risk,Contractor_Experience,Material_Cost_Index,Labor_Availability
P00352,52,220,Hilly,31012800.0,40940679.06,28,36,High,17,1.42,76
P00353,45,765,Desert,44550000.0,55636816.69,28,34,High,10,1.0,94
P00354,260,765,Plain,269100000.0,401511254.61,21,31,Low,3,1.15,60
P00355,239,132,Plain,59750000.0,69366078.9,27,31,Low,14,1.25,94
P00356,39,765,Plain,39312000.0,46626510.55,27,32,Medium,18,1.12,86
P00357,206,765,Hilly,253627200.0,314346791.41,26,32,Medium,14,1.14,76
P00358,267,400,Hilly,226843200.0,300926917.79,23,30,Low,9,1.18,66
P00359,93,400,Forest,74716200.0,89876391.79,10,12,Low,13,1.03,87
P00360,257,400,Forest,300690000.0,306700119.28,12,12,Low,11,1.5,90
P00361,269,400,Desert,188192400.0,178078375.75,28,26,Medium,8,1.06,77
P00362,111,765,Desert,159340500.0,170594190.79,27,28,Low,14,1.45,75
P00363,259,132,Forest,67340000.0,69839093.8,29,30,Low,12,1.0,83
P00364,71,220,Plain,24850000.0,32666867.64,22,28,High,10,1.0,90
P00365,178,132,Plain,42008000.0,48460193.67,26,29,Low,3,1.18,65
P00366,217,400,Hilly,185925600.0,242471162.32,21,27,Medium,7,1.19,72
P00367,55,400,Plain,36300000.0,48202100.8,21,27,High,9,1.1,61
P00368,215,400,Desert,163185000.0,232867748.73,28,39,High,17,1.15,76
P00369,250,132,Plain,54000000.0,50336516.55,21,19,Low,14,1.08,79
P00370,111,400,Desert,100366200.0,132146838.9,9,11,High,13,1.37,90
P00371,38,220,Desert,21213500.0,23509349.8,22,24,Low,14,1.45,55
P00372,229,400,Plain,170376000.0,215172375.42,20,25,High,14,1.24,73
P00373,283,765,Hilly,437065200.0,607169303.96,16,22,Medium,3,1.43,90
P00374,243,132,Forest,92874600.0,160679331.96,23,39,High,4,1.47,93
P00375,248,765,Hilly,337478400.0,482832372.57,14,20,High,14,1.26,87
P00376,298,765,Forest,453258000.0,612692537.53,21,28,Low,6,1.3,74
P00377,67,220,Plain,26264000.0,35693672.64,16,21,High,3,1.12,58
P00378,112,132,Forest,43097600.0,63914713.48,15,22,Medium,9,1.48,60
P00379,193,765,Forest,331940700.0,457189774.93,22,30,Low,14,1.47,57
P00380,189,132,Desert,46153800.0,60620723.17,26,34,Medium,10,1.11,78
P00381,97,132,Plain,23668000.0,28706380.72,22,26,Medium,3,1.22,77
P00382,206,220,Forest,139657700.0,181786304.79,18,23,Low,15,1.49,57
P00383,42,220,Desert,22476300.0,26849423.24,8,9,Medium,11,1.39,68
P00384,254,765,Plain,342900000.0,371639657.4,15,16,Medium,15,1.5,87
P00385,337,765,Plain,370026000.0,508928494.71,22,30,High,12,1.22,65
P00386,110,765,Forest,162162000.0,235462986.82,19,27,Medium,9,1.26,58
P00387,212,220,Forest,105141400.0,152165509.4,14,20,High,12,1.09,78
P00388,149,765,Desert,171111600.0,262187427.26,26,39,Medium,4,1.16,67
P00389,96,400,Desert,72230400.0,70488968.06,28,27,Low,13,1.14,72
P00390,164,400,Hilly,119260800.0,160555726.64,17,22,Low,17,1.01,76
P00391,149,765,Plain,178353000.0,191648309.47,17,18,Low,15,1.33,75
P00392,111,132,Hilly,28504800.0,29506135.19,11,11,Low,9,1.07,87
P00393,218,132,Desert,66184800.0,83766468.65,17,21,High,6,1.38,55
P00394,103,400,Plain,88374000.0,92737823.95,19,19,Low,6,1.43,93
P00395,238,765,Plain,310590000.0,308535108.44,23,22,Medium,11,1.45,81
P00396,174,220,Hilly,108889200.0,152365893.5,12,16,High,11,1.49,77
P00397,85,220,Desert,39924500.0,51613859.19,21,27,High,4,1.22,85
P00398,268,220,Plain,103180000.0,136792611.82,20,26,Medium,9,1.1,61
P00399,153,765,Desert,175705200.0,230325169.62,9,11,Medium,9,1.16,62
P00400,72,220,Forest,38001600.0,56913092.02,20,29,Medium,15,1.16,60
P00401,69,220,Desert,28955850.0,40987150.0,18,25,High,5,1.09,72
P00402,320,400,Forest,277056000.0,351751352.15,8,10,High,16,1.11,62
P00403,136,765,Plain,127296000.0,167035862.42,24,31,Low,16,1.04,57
P00404,56,132,Hilly,15993600.0,21066941.29,17,22,High,17,1.19,66
P00405,257,765,Hilly,408013200.0,527500868.8,9,11,Medium,9,1.47,75
P00406,227,400,Forest,224866200.0,270911523.66,18,21,Medium,16,1.27,86
P00407,167,132,Plain,39412000.0,39118431.97,24,23,Low,8,1.18,82
P00408,247,400,Forest,194586600.0,288174413.69,14,20,Medium,3,1.01,80
P00409,216,765,Desert,237362400.0,337921351.66,14,19,Low,6,1.11,69
P00410,105,220,Plain,49612500.0,70982804.32,14,20,Medium,5,1.35,87
P00411,277,765,Desert,386664300.0,478154420.3,15,18,High,9,1.41,95
P00412,232,765,Plain,302760000.0,360438945.56,20,23,Low,13,1.45,85
P00413,185,400,Desert,129426000.0,121880324.64,25,23,Medium,16,1.06,74
P00414,249,765,Hilly,303879600.0,411440071.61,26,35,High,17,1.13,81
P00415,268,765,Desert,342262800.0,357137625.28,18,18,Low,12,1.29,88
P00416,82,220,Plain,38458000.0,40015585.73,26,27,Low,7,1.34,80
P00417,276,220,Desert,130699800.0,169431747.82,23,29,Low,8,1.23,65
P00418,50,132,Hilly,17760000.0,17581040.73,27,26,Low,11,1.48,72
P00419,318,132,Plain,69324000.0,90948473.94,20,26,Medium,15,1.09,61
P00420,65,220,Plain,27072500.0,34095220.97,27,34,Medium,13,1.19,57
P00421,265,132,Hilly,77592000.0,86553723.89,26,29,Low,10,1.22,76
P00422,339,400,Plain,252216000.0,372751987.11,21,31,Medium,4,1.24,91
P00423,160,220,Forest,95368000.0,140827546.98,30,44,High,18,1.31,71
P00424,126,220,Desert,60637500.0,67775260.99,18,20,Low,14,1.25,74
P00425,291,132,Desert,95389800.0,113147142.74,21,24,High,16,1.49,71
P00426,250,400,Hilly,189000000.0,217823451.22,20,23,Medium,11,1.05,94
P00427,34,220,Forest,17326400.0,23508176.44,25,33,Low,11,1.12,71
P00428,118,220,Forest,75166000.0,107712754.69,17,24,High,11,1.4,72
P00429,185,220,Forest,92592500.0,145509557.19,11,17,Medium,9,1.1,66
P00430,336,400,Forest,317116800.0,474245423.84,22,32,High,6,1.21,74
P00431,102,765,Plain,127602000.0,144032216.24,29,32,Low,10,1.39,59
P00432,44,220,Desert,22699600.0,30653147.95,12,16,Low,5,1.34,91
P00433,41,400,Plain,32718000.0,51484468.43,25,39,High,4,1.33,71
P00434,236,765,Hilly,321148800.0,424580953.34,25,33,Low,8,1.26,69
P00435,258,400,Forest,211302000.0,301126002.29,14,19,Medium,5,1.05,77
P00436,194,132,Hilly,66115200.0,102109390.66,26,40,Medium,8,1.42,69
P00437,306,400,Desert,203979600.0,229922217.54,27,30,Medium,16,1.01,63
P00438,137,132,Desert,42798800.0,52830767.73,29,35,Medium,7,1.42,83
P00439,95,220,Hilly,52668000.0,65098024.03,16,19,High,18,1.32,79
P00440,99,400,Desert,96049800.0,109209301.08,21,23,Medium,3,1.47,70
P00441,340,400,Desert,325380000.0,380840014.73,17,19,Medium,17,1.45,88
P00442,89,765,Plain,81702000.0,99894135.04,30,36,Low,3,1.02,62
P00443,336,400,Desert,321552000.0,485658649.56,27,40,High,6,1.45,83
P00444,248,400,Plain,193440000.0,255832027.24,22,29,High,15,1.3,65
P00445,149,400,Forest,138301800.0,204759198.71,9,13,High,11,1.19,73
P00446,257,765,Forest,348800400.0,395475437.77,20,22,Medium,8,1.16,89
P00447,244,132,Desert,61195200.0,83212276.23,23,31,Medium,14,1.14,60
P00448,99,220,Forest,61261200.0,69488399.7,11,12,Low,11,1.36,95
P00449,210,400,Forest,244062000.0,287298138.39,29,34,Low,11,1.49,74
P00450,97,220,Forest,47665800.0,54774460.35,20,22,Low,17,1.08,93
P00451,230,220,Hilly,136206000.0,198222570.43,27,39,Medium,11,1.41,76
P00452,173,132,Plain,51900000.0,57806570.72,15,16,Low,9,1.5,57
P00453,219,132,Desert,68415600.0,110895219.01,19,30,High,5,1.42,64
P00454,313,400,Hilly,313250400.0,424786085.29,18,24,High,9,1.39,61
P00455,225,765,Plain,212625000.0,277829531.54,18,23,Medium,18,1.05,74
P00456,216,132,Desert,67478400.0,79829847.59,14,16,Low,16,1.42,66
P00457,132,220,Hilly,72072000.0,88061186.58,21,25,Low,9,1.3,73
P00458,144,400,Desert,111196800.0,125972334.2,26,29,Low,11,1.17,85
P00459,260,765,Plain,292500000.0,318376117.36,30,32,Low,14,1.25,90
P00460,163,220,Forest,84548100.0,107244419.65,18,22,Medium,12,1.14,83
P00461,294,132,Plain,62916000.0,55023497.61,11,9,Low,11,1.07,95
P00462,126,765,Plain,120204000.0,122652065.07,16,16,Low,14,1.06,89
P00463,346,765,Plain,370566000.0,517852276.17,18,25,High,17,1.19,67
P00464,339,132,Plain,74580000.0,96667443.67,13,16,High,12,1.1,74
P00465,340,400,Desert,334356000.0,467848102.29,14,19,Medium,3,1.49,80
P00466,286,132,Forest,97411600.0,128292038.38,8,10,Low,7,1.31,94
P00467,281,765,Forest,480004200.0,707943485.04,13,19,Medium,18,1.46,66
P00468,110,400,Desert,83490000.0,95797214.0,19,21,Low,9,1.15,62
P00469,168,220,Desert,96373200.0,96104106.38,14,13,Low,10,1.49,69
P00470,62,765,Plain,56916000.0,91505004.66,21,33,High,5,1.02,59
P00471,111,400,Desert,98168400.0,127873147.79,8,10,Medium,15,1.34,60
P00472,69,765,Forest,115443900.0,141802402.06,24,29,Medium,11,1.43,89
P00473,270,220,Plain,117180000.0,134800326.33,15,17,Medium,13,1.24,63
P00474,325,400,Desert,315315000.0,363505672.76,26,29,Low,7,1.47,68
P00475,274,220,Forest,154590800.0,211434139.69,23,31,High,11,1.24,65
P00476,191,220,Desert,105155050.0,111447665.77,14,14,Medium,10,1.43,69
P00477,275,400,Plain,217800000.0,302883627.6,9,12,Low,5,1.32,64
P00478,246,400,Desert,206197200.0,257634138.93,17,21,Low,18,1.27,63
P00479,56,765,Forest,74692800.0,88770993.14,20,23,Low,11,1.14,87
P00480,317,132,Desert,97636000.0,123836261.13,8,10,Medium,12,1.4,58
P00481,335,132,Desert,93599000.0,84625612.41,24,21,Low,9,1.27,78
P00482,216,765,Forest,336117600.0,452062068.63,8,10,Low,11,1.33,63
P00483,166,132,Desert,51493200.0,80319738.17,11,17,High,14,1.41,69
P00484,303,132,Hilly,87991200.0,114089200.95,9,11,Low,8,1.21,65
P00485,200,220,Desert,97020000.0,129841014.15,20,26,High,12,1.26,81
P00486,185,765,Hilly,261738000.0,406866554.05,18,27,High,4,1.31,85
P00487,98,220,Desert,55840400.0,57788865.07,13,13,High,18,1.48,72
P00488,90,132,Desert,25740000.0,29194446.88,21,23,Low,13,1.3,58
P00489,212,220,Plain,83104000.0,100415624.44,23,27,Low,4,1.12,76
P00490,296,765,Forest,419047200.0,517845738.63,27,33,High,14,1.21,83
P00491,39,220,Desert,19969950.0,24336998.62,12,14,High,11,1.33,55
P00492,41,220,Plain,18942000.0,22243297.67,8,9,Low,11,1.32,60
P00493,264,400,Hilly,220492800.0,298323049.95,26,35,High,10,1.16,77
P00494,331,400,Desert,273075000.0,356553934.0,24,31,Medium,18,1.25,71
P00495,192,132,Plain,46464000.0,52796106.27,8,9,High,13,1.21,78
P00496,195,132,Forest,76050000.0,101271366.75,14,18,Medium,13,1.5,85
P00497,278,400,Forest,286228800.0,360603105.09,21,26,Low,17,1.32,75
P00498,56,765,Forest,69451200.0,131824783.93,11,20,High,6,1.06,58
P00499,108,132,Desert,30888000.0,36066473.12,21,24,Low,17,1.3,80
P00500,303,765,Desert,410958900.0,448801661.33,30,32,Low,18,1.37,58
P00501,132,220,Forest,70270200.0,115521519.49,26,42,Medium,4,1.17,70
P00502,348,220,Hilly,175392000.0,267417665.75,8,12,Low,5,1.2,90
P00503,51,220,Forest,30398550.0,33807193.59,15,16,Low,16,1.31,56
P00504,109,132,Hilly,35577600.0,58931305.02,18,29,High,15,1.36,57
P00505,145,220,Forest,75211500.0,103897433.65,12,16,High,4,1.14,76
P00506,52,765,Forest,63882000.0,87994618.28,11,15,High,17,1.05,68
P00507,151,132,Forest,47504600.0,59276957.2,11,13,High,10,1.21,58
P00508,327,132,Forest,85870200.0,108128912.45,23,28,High,8,1.01,79
P00509,273,220,Hilly,161670600.0,191483705.86,8,9,Medium,7,1.41,76
P00510,265,132,Plain,73670000.0,82957329.46,23,25,Medium,17,1.39,55
P00511,298,132,Desert,67526800.0,77285915.07,26,29,High,15,1.03,89
P00512,183,220,Plain,70455000.0,72521839.86,19,19,Medium,17,1.1,65
P00513,145,765,Forest,190008000.0,239434951.18,14,17,Low,11,1.12,72
P00514,85,765,Hilly,127602000.0,175146599.95,9,12,Low,6,1.39,58
P00515,148,765,Hilly,238161600.0,286732902.77,25,30,Medium,18,1.49,59
P00516,250,132,Hilly,66000000.0,73651389.62,19,21,Medium,17,1.1,94
P00517,214,765,Forest,255387600.0,322653840.76,16,20,High,13,1.02,70
P00518,312,132,Forest,100588800.0,153816607.46,10,15,High,12,1.24,91
P00519,231,132,Plain,57750000.0,77709972.5,21,28,High,17,1.25,55
P00520,243,220,Forest,158107950.0,221268943.82,8,11,High,13,1.43,63
P00521,349,765,Hilly,489996000.0,762155041.66,22,34,High,14,1.3,85
P00522,250,220,Hilly,155400000.0,229089043.12,17,25,High,11,1.48,65
P00523,345,765,Desert,358627500.0,386039308.21,22,23,High,13,1.05,85
P00524,274,400,Plain,213720000.0,328023647.22,28,42,High,4,1.3,81
P00525,73,220,Forest,45836700.0,57063192.83,29,36,Medium,15,1.38,69
P00526,152,400,Desert,108345600.0,126569000.61,21,24,Low,5,1.08,72
P00527,249,220,Hilly,154778400.0,249310331.96,12,19,High,4,1.48,74
P00528,167,220,Plain,82999000.0,105306574.0,9,11,High,12,1.42,72
P00529,144,400,Desert,133056000.0,180817539.42,23,31,Medium,5,1.4,91
P00530,126,400,Plain,83916000.0,89856045.51,29,31,Medium,10,1.11,84
P00531,147,132,Hilly,44452800.0,47816594.93,27,29,Low,16,1.26,72
P00532,63,765,Desert,91060200.0,102109007.71,15,16,Medium,11,1.46,66
P00533,150,220,Hilly,71190000.0,109816083.52,13,20,High,10,1.13,56
P00534,136,765,Desert,138679200.0,232871131.69,18,30,High,4,1.03,61
P00535,121,765,Forest,192535200.0,226770245.52,12,14,Medium,9,1.36,81
P00536,140,400,Plain,107520000.0,133138353.76,11,13,High,3,1.28,59
P00537,258,765,Forest,362232000.0,525056766.39,28,40,Medium,18,1.2,71
P00538,170,765,Desert,230571000.0,252669896.44,21,23,Low,7,1.37,71
P00539,234,220,Hilly,113022000.0,177011724.57,26,40,High,3,1.15,69
P00540,55,765,Forest,95881500.0,121453344.76,8,10,Low,6,1.49,55
P00541,237,400,Forest,255106800.0,329074628.97,21,27,High,11,1.38,63
P00542,330,220,Plain,153615000.0,235589991.3,27,41,High,11,1.33,68
P00543,321,220,Desert,169311450.0,221826041.15,11,14,Low,5,1.37,76
P00544,37,400,Forest,33766200.0,47839442.39,8,11,Medium,5,1.17,77
P00545,103,220,Forest,59518550.0,99851421.59,28,46,High,6,1.27,83
P00546,332,220,Hilly,160356000.0,186996799.3,18,20,Medium,8,1.15,84
P00547,72,765,Hilly,82425600.0,131846509.76,11,17,Medium,10,1.06,62
P00548,170,132,Hilly,47736000.0,51630563.24,10,10,Low,9,1.17,60
P00549,140,132,Desert,39116000.0,42050297.46,18,19,Low,18,1.27,59
P00550,130,220,Hilly,66612000.0,92712414.72,10,13,Low,3,1.22,87
P00551,202,220,Desert,94101700.0,92336951.27,14,13,Low,16,1.21,70
P00552,299,220,Desert,151951800.0,180270880.88,26,30,High,3,1.32,89
P00553,33,220,Hilly,16216200.0,19575436.7,25,30,Low,10,1.17,68
P00554,211,220,Plain,98220500.0,141844321.97,9,12,Medium,3,1.33,60
P00555,261,400,Hilly,280000800.0,434453929.44,28,43,Medium,6,1.49,65
P00556,312,765,Desert,438609600.0,456753924.24,26,27,Medium,13,1.42,76
P00557,141,220,Desert,72199050.0,78365754.93,23,24,High,7,1.33,74
P00558,185,400,Plain,122100000.0,162685872.99,28,37,Low,6,1.1,76
P00559,303,132,Desert,82658400.0,83483005.74,25,25,Low,3,1.24,90
P00560,79,400,Plain,63042000.0,88536525.18,25,35,High,14,1.33,83
P00561,254,220,Plain,102235000.0,124792056.09,14,17,High,4,1.15,71
P00562,333,132,Desert,103296600.0,125778649.44,23,28,Medium,3,1.41,73
P00563,265,400,Forest,260442000.0,462116331.52,27,47,High,5,1.26,64
P00564,315,400,Hilly,269892000.0,375887193.63,8,11,Low,12,1.19,57
P00565,302,220,Forest,181381200.0,348121249.56,23,44,High,4,1.32,55
P00566,64,220,Plain,26880000.0,30803844.26,27,30,Medium,6,1.2,78
P00567,116,400,Forest,124862400.0,171707110.19,12,16,Low,4,1.38,55
P00568,65,132,Desert,15587000.0,17078228.66,22,24,Medium,9,1.09,72
P00569,235,400,Desert,201630000.0,201440273.24,8,7,Medium,13,1.3,84
P00570,283,220,Desert,113313200.0,134157943.53,24,28,Low,16,1.04,84
P00571,168,220,Forest,89434800.0,118721916.74,11,14,Medium,17,1.17,58
P00572,157,132,Hilly,47100000.0,48480546.12,30,30,Low,18,1.25,72
P00573,68,765,Hilly,93268800.0,107553410.58,12,13,Low,13,1.27,73
P00574,114,132,Desert,36366000.0,52985235.07,10,14,Low,3,1.45,62
P00575,251,765,Hilly,319874400.0,313623364.25,15,14,Low,14,1.18,90
P00576,343,132,Desert,86024400.0,77062416.78,17,15,Low,11,1.14,71
P00577,326,220,Desert,151867100.0,182093491.83,25,29,High,10,1.21,71
P00578,178,132,Hilly,51691200.0,75052021.34,30,43,High,10,1.21,56
P00579,55,220,Forest,34534500.0,40827667.27,18,21,Medium,15,1.38,55
P00580,281,765,Forest,358359300.0,460674608.81,16,20,Medium,8,1.09,87
P00581,272,400,Forest,267321600.0,355580617.23,13,17,High,15,1.26,84
P00582,149,765,Hilly,201150000.0,296713506.4,27,39,Medium,12,1.25,74
P00583,143,220,Plain,53053000.0,67665401.88,30,38,Low,3,1.06,59
P00584,70,400,Plain,60480000.0,71992399.49,17,20,High,7,1.44,85
P00585,168,220,Plain,60564000.0,69134385.79,29,33,Medium,14,1.03,88
P00586,109,220,Forest,51082850.0,76077888.92,28,41,Medium,7,1.03,63
P00587,31,220,Forest,17631250.0,21041253.2,14,16,Low,18,1.25,92
P00588,214,400,Forest,238695600.0,292595903.73,11,13,Low,10,1.43,87
P00589,46,220,Plain,22862000.0,24042503.38,8,8,Low,7,1.42,72
P00590,45,765,Hilly,57348000.0,90649165.54,22,34,Medium,11,1.18,56
P00591,76,400,Hilly,62928000.0,84182259.69,29,38,High,5,1.15,95
P00592,134,400,Desert,89324400.0,116390504.25,11,14,Low,14,1.01,64
P00593,292,220,Desert,127034600.0,152700957.63,29,34,Low,5,1.13,59
P00594,270,220,Plain,122850000.0,140178839.35,24,27,Medium,9,1.3,89
P00595,157,765,Hilly,230601600.0,253035363.21,17,18,Low,15,1.36,73
P00596,68,765,Hilly,87393600.0,101558658.16,13,15,Low,17,1.19,76
P00597,176,400,Desert,134745600.0,214306677.78,17,27,Medium,6,1.16,56
P00598,349,765,Forest,551245500.0,675151399.2,27,33,Low,13,1.35,61
P00599,181,765,Forest,313419600.0,332665608.3,9,9,Low,12,1.48,73
P00600,171,765,Desert,247163400.0,278302826.25,23,25,High,15,1.46,62
P00601,290,765,Forest,481806000.0,630698613.98,14,18,Medium,8,1.42,64
P00602,115,220,Forest,71685250.0,78009202.72,26,28,Low,13,1.37,71
P00603,176,132,Forest,57657600.0,63298318.4,16,17,Low,14,1.26,94
P00604,148,132,Hilly,45820800.0,76512608.93,17,28,High,4,1.29,88
P00605,101,400,Hilly,74174400.0,87841935.13,9,10,Medium,18,1.02,63
P00606,252,220,Hilly,112190400.0,145716792.04,23,29,High,16,1.06,71
P00607,274,132,Forest,101160800.0,149406181.91,9,13,High,14,1.42,64
P00608,33,765,Desert,41817600.0,49938013.67,25,29,High,7,1.28,67
P00609,277,400,Hilly,217389600.0,357544857.71,14,23,High,14,1.09,69
P00610,42,132,Plain,11172000.0,13530005.14,28,33,High,15,1.33,82
P00611,221,220,Plain,102102000.0,109900546.67,15,16,High,17,1.32,93
P00612,153,220,Desert,79521750.0,130562451.36,12,19,High,5,1.35,59
P00613,156,400,Plain,115128000.0,163772131.65,27,38,Medium,12,1.23,55
P00614,158,132,Plain,45820000.0,62762352.3,27,36,Medium,6,1.45,55
P00615,53,765,Forest,93015000.0,123829323.69,9,11,Low,7,1.5,60
P00616,108,765,Forest,126360000.0,156537951.47,14,17,Medium,11,1.0,55
P00617,156,400,Desert,131788800.0,182785554.63,8,11,Medium,10,1.28,68
P00618,231,132,Forest,78678600.0,111445965.48,22,31,Medium,11,1.31,73
P00619,93,765,Plain,124713000.0,154248817.75,8,9,Low,6,1.49,80
P00620,227,400,Plain,197490000.0,215282088.96,26,28,Medium,10,1.45,57
P00621,214,132,Forest,79565200.0,99924791.4,20,25,Low,11,1.43,70
P00622,118,132,Plain,29736000.0,36572600.4,23,28,Medium,18,1.26,59
P00623,263,220,Desert,128593850.0,127205554.07,10,9,Low,17,1.27,84
P00624,346,400,Forest,356241600.0,456040156.24,24,30,Medium,15,1.32,91
P00625,196,765,Hilly,275184000.0,376037459.77,16,21,Medium,13,1.3,90
P00626,317,400,Hilly,326383200.0,339669605.45,18,18,Low,17,1.43,78
P00627,218,765,Plain,266832000.0,381684854.4,19,27,High,3,1.36,85
P00628,135,132,Desert,35046000.0,35574527.47,17,17,Low,6,1.18,86
P00629,89,132,Plain,23140000.0,30000825.06,14,18,High,16,1.3,63
P00630,252,765,Hilly,397353600.0,532360533.37,9,12,Medium,4,1.46,75
P00631,94,765,Hilly,122839200.0,160332077.89,13,16,Medium,11,1.21,83
P00632,183,220,Hilly,86083200.0,113885714.08,27,35,High,5,1.12,77
P00633,74,400,Desert,68376000.0,98823332.1,30,43,Medium,5,1.4,68
P00634,323,765,Plain,319770000.0,376757537.27,14,16,Medium,13,1.1,64
P00635,69,400,Plain,60858000.0,58514215.15,14,13,Medium,14,1.47,71
P00636,340,132,Plain,99960000.0,95022545.95,9,8,Low,17,1.47,70
P00637,158,220,Forest,75484500.0,119101355.13,29,45,High,12,1.05,79
P00638,291,132,Plain,62856000.0,58869302.11,14,13,Low,7,1.08,86
P00639,339,132,Plain,98988000.0,116716294.88,26,30,Low,18,1.46,77
P00640,118,132,Desert,25960000.0,32783852.6,20,25,Low,5,1.0,93
P00641,236,400,Desert,205603200.0,268986378.12,8,10,High,16,1.32,60
P00642,293,132,Hilly,80868000.0,97221064.03,21,25,Medium,11,1.15,91
P00643,191,765,Forest,239112900.0,328404390.12,11,15,High,5,1.07,65
P00644,270,400,Desert,222750000.0,254737402.8,21,24,High,8,1.25,76
P00645,185,765,Plain,178155000.0,224508733.61,27,34,Medium,3,1.07,86
P00646,38,765,Forest,59131800.0,73473815.51,28,34,Medium,5,1.33,94
P00647,101,220,Hilly,61509000.0,69287439.3,18,20,Low,11,1.45,71
P00648,246,765,Plain,298890000.0,337857658.57,15,16,Low,8,1.35,92
P00649,344,132,Desert,78707200.0,94724962.3,8,9,Low,6,1.04,95
P00650,176,132,Plain,36256000.0,35478793.62,20,19,Low,11,1.03,71
P00651,178,220,Forest,111766200.0,144475777.49,22,28,Low,11,1.38,68
P00652,272,765,Hilly,405388800.0,522190423.75,23,29,Low,4,1.38,66
P00653,137,132,Hilly,33537600.0,51652929.84,29,44,Medium,4,1.02,91
P00654,139,765,Plain,185148000.0,162187378.5,11,9,Low,9,1.48,70
P00655,91,220,Desert,36436400.0,46098440.99,17,21,Medium,10,1.04,56
P00656,172,400,Desert,133953600.0,149530139.11,15,16,Low,8,1.18,81
P00657,121,765,Desert,136560600.0,174233418.76,13,16,Medium,18,1.14,56
P00658,97,132,Desert,25821400.0,28127099.47,11,11,Medium,14,1.21,84
P00659,318,220,Hilly,141573600.0,179557069.99,25,31,Medium,17,1.06,56
P00660,344,400,Plain,253872000.0,304247079.49,19,22,Medium,3,1.23,92
P00661,96,220,Desert,40656000.0,50030526.68,25,30,High,17,1.1,77
P00662,129,220,Forest,62803650.0,62346207.23,17,16,Low,11,1.07,73
P00663,51,132,Desert,14361600.0,13564408.87,19,17,Low,7,1.28,75
P00664,133,765,Hilly,178113600.0,211621789.89,20,23,Medium,10,1.24,80
P00665,201,220,Plain,98490000.0,115353015.5,10,11,Low,14,1.4,80
P00666,62,765,Hilly,93074400.0,121065210.37,19,24,High,16,1.39,87
P00667,319,220,Hilly,170154600.0,217525967.7,24,30,Low,18,1.27,77
P00668,81,132,Hilly,24688800.0,32088611.16,10,12,Medium,12,1.27,95
P00669,63,132,Desert,15107400.0,20150974.1,18,24,High,11,1.09,84
P00670,250,765,Plain,249750000.0,310433613.55,14,17,High,11,1.11,67
